;ID_exp;date_exp;description;Kheight;Kx;Ky;Kz;tilx;tily;tilz;rotation;ID_subject;x;y;height;time;joints;pitch;yaw;roll;body_length;posture;re_body_angle;origin_x;origin_y;diff_re_body_angle;shr_x;shr_y;shl_x;shl_y;sp_x;sp_y
20;AW_221120;2020-11-22 14:56:21.522051;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.010;1.969;1.583;14:56:21.5220517;{'SpineBase': [1.00119889, 0.08023134, 2.09334254], 'SpineMid': [1.01011574, 0.3152589, 1.9690702], 'Neck': [1.013965, 0.5442985, 1.836754], 'Head': [1.06355321, 0.620276153, 1.77023792], 'ShoulderLeft': [0.9069723, 0.4573567, 1.845361], 'ElbowLeft': [0.823193252, 0.239897251, 1.91375744], 'WristLeft': [0.8395853, -0.007321514, 1.956912], 'HandLeft': [0.8515966, -0.0607166, 1.99311447], 'ShoulderRight': [1.13379824, 0.442755163, 1.93003762], 'ElbowRight': [1.06435442, 0.6050951, 1.70898259], 'HipLeft': [0.935077, 0.08189955, 2.04733133], 'KneeLeft': [0.8958135, -0.249078512, 2.1590457], 'AnkleLeft': [0.820848465, -0.5907224, 2.34876418], 'FootLeft': [0.8211933, -0.680209, 2.33788276], 'HipRight': [1.04354739, 0.07743353, 2.089924], 'KneeRight': [1.09756839, -0.15787451, 2.2763648], 'AnkleRight': [1.08102918, -0.481931955, 2.50421047], 'SpineShoulder': [1.01392651, 0.4879993, 1.87126017], 'HandTipLeft': [0.8552869, -0.114814065, 2.01507282], 'ThumbLeft': [0.8688809, -0.0603257641, 1.97348]};-35;-45;5;0.464;Scratching;-110.470;-1.010;1.969;24.530;-1.134;1.930;-0.907;1.845;-1.014;1.871
21;AW_221120;2020-11-22 14:56:21.723153;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.028;2.013;1.574;14:56:21.7231539;{'SpineBase': [1.01938319, 0.109640189, 2.13468552], 'SpineMid': [1.02814162, 0.345201, 2.01268673], 'Neck': [1.03172207, 0.574688554, 1.88332868], 'Head': [1.08107758, 0.6525019, 1.81806862], 'ShoulderLeft': [0.9207023, 0.487066358, 1.88907], 'ElbowLeft': [0.8348752, 0.259925127, 1.96688533], 'WristLeft': [0.8554508, 0.00668787956, 2.02498055], 'HandLeft': [0.8684243, -0.03302791, 2.06470275], 'ShoulderRight': [1.1635083, 0.485596716, 1.98733616], 'HipLeft': [0.953586042, 0.106033154, 2.09081054], 'KneeLeft': [0.9575749, -0.1928215, 2.26161671], 'AnkleLeft': [0.9098252, -0.466702938, 2.542955], 'FootLeft': [0.934539139, -0.5507576, 2.53922081], 'HipRight': [1.06136966, 0.110942692, 2.129011], 'KneeRight': [1.09042168, -0.170966431, 2.31751752], 'AnkleRight': [1.07383645, -0.5036926, 2.53388667], 'FootRight': [1.08973169, -0.5656067, 2.46488237], 'SpineShoulder': [1.031741, 0.5182825, 1.91704726], 'HandTipLeft': [0.881566346, -0.0788513944, 2.08411813], 'ThumbLeft': [0.8957547, -0.036951486, 2.05481243]};-60;-45;20;0.463;Scratching;-112.030;-1.028;2.013;22.970;-1.164;1.987;-0.921;1.889;-1.032;1.917
22;AW_221120;2020-11-22 14:56:21.922296;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.016;2.047;1.694;14:56:21.9222969;{'SpineBase': [1.01072228, 0.131136611, 2.18068], 'SpineMid': [1.01637328, 0.3619538, 2.04658914], 'Neck': [1.01736891, 0.587289035, 1.90674043], 'Head': [1.06962562, 0.663563132, 1.84087455], 'ShoulderLeft': [0.9057728, 0.501044035, 1.91336441], 'ElbowLeft': [0.824352741, 0.325457484, 1.97847378], 'WristLeft': [0.8559323, 0.0644563362, 2.05055475], 'HandLeft': [0.86566323, 0.00196125451, 2.08749914], 'ShoulderRight': [1.14303076, 0.518697739, 2.0117054], 'HipLeft': [0.94708, 0.12302386, 2.1384778], 'KneeLeft': [0.9530617, -0.154435709, 2.33726478], 'AnkleLeft': [0.926445365, -0.589052439, 2.6597712], 'FootLeft': [0.97189033, -0.6473626, 2.585486], 'HipRight': [1.051195, 0.136310652, 2.17310858], 'KneeRight': [1.0537889, -0.143727437, 2.36954665], 'AnkleRight': [1.06385958, -0.6125767, 2.619251], 'FootRight': [1.084653, -0.668736339, 2.57512879], 'SpineShoulder': [1.017997, 0.5318522, 1.94290471], 'HandTipLeft': [0.879009664, -0.05961626, 2.12440586], 'ThumbLeft': [0.8875615, 0.0278803073, 2.06736374]};-45;-50;20;0.466;Scratching;-112.510;-1.016;2.047;22.490;-1.143;2.012;-0.906;1.913;-1.018;1.943
23;AW_221120;2020-11-22 14:56:22.152867;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.008;2.084;1.692;14:56:22.1528672;{'SpineBase': [1.00540519, 0.142048046, 2.24126625], 'SpineMid': [1.00789607, 0.371533871, 2.08352757], 'Neck': [1.00680172, 0.5938994, 1.920336], 'Head': [1.05744684, 0.6629442, 1.85091829], 'ShoulderLeft': [0.895676434, 0.511184931, 1.93145978], 'ElbowLeft': [0.808099031, 0.288284421, 2.02205658], 'WristLeft': [0.8381331, 0.0536818244, 2.09249878], 'HandLeft': [0.843471944, -0.00685353857, 2.13748264], 'ShoulderRight': [1.12358677, 0.5134538, 2.03115], 'ElbowRight': [1.031141, 0.6432405, 1.79649961], 'WristRight': [0.961832047, 0.791276, 1.90682626], 'HipLeft': [0.943140268, 0.132428348, 2.19948721], 'KneeLeft': [0.9435492, -0.1576455, 2.38276815], 'AnkleLeft': [0.93044436, -0.5873203, 2.66071534], 'FootLeft': [0.969015062, -0.6420273, 2.59611487], 'HipRight': [1.04476237, 0.148218438, 2.23354483], 'KneeRight': [1.06481314, -0.144338414, 2.41160154], 'AnkleRight': [1.08580625, -0.5997923, 2.65004182], 'FootRight': [1.13155818, -0.6375851, 2.612418], 'SpineShoulder': [1.00775588, 0.539398134, 1.96207511], 'HandTipLeft': [0.8603836, -0.0577477925, 2.163037], 'ThumbLeft': [0.8534547, 0.003106585, 2.1093812]};-55;-45;20;0.486;Scratching;-113.630;-1.008;2.084;21.370;-1.124;2.031;-0.896;1.931;-1.008;1.962
24;AW_221120;2020-11-22 14:56:22.353681;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.014;2.105;1.727;14:56:22.3536811;{'SpineBase': [1.00784838, 0.155895159, 2.25360775], 'SpineMid': [1.013702, 0.38848874, 2.10507321], 'Neck': [1.01454425, 0.6146001, 1.950016], 'Head': [1.06845653, 0.6841161, 1.88272536], 'ShoulderLeft': [0.902454734, 0.529452264, 1.95496833], 'ElbowLeft': [0.810510039, 0.2939293, 2.04946518], 'WristLeft': [0.8242525, 0.0685456544, 2.122436], 'HandLeft': [0.827244461, 0.011940063, 2.16701078], 'ShoulderRight': [1.12143385, 0.529373467, 2.05109072], 'WristRight': [0.9678575, 0.798715, 1.9184742], 'HipLeft': [0.9432146, 0.147792712, 2.207818], 'KneeLeft': [0.9385787, -0.146263272, 2.38627768], 'AnkleLeft': [0.9289831, -0.481126666, 2.59860969], 'FootLeft': [0.9467819, -0.5446139, 2.53141427], 'HipRight': [1.05053973, 0.160508156, 2.24988723], 'KneeRight': [1.10249317, -0.09461811, 2.465175], 'AnkleRight': [1.17610228, -0.5276035, 2.79527831], 'FootRight': [1.24136972, -0.5598489, 2.76425743], 'SpineShoulder': [1.01521945, 0.5590922, 1.99011064], 'HandTipLeft': [0.843262255, -0.0386732556, 2.19956064], 'ThumbLeft': [0.798646033, 0.007826408, 2.1678226], 'HandTipRight': [0.983513951, 0.8031549, 1.99250674]};0;0;0;0.482;Scratching;-113.700;-1.014;2.105;21.300;-1.121;2.051;-0.902;1.955;-1.015;1.990
25;AW_221120;2020-11-22 14:56:22.555181;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.048;2.158;1.731;14:56:22.5551810;{'SpineBase': [1.03826535, 0.180594429, 2.294353], 'SpineMid': [1.047745, 0.415852129, 2.15775943], 'Neck': [1.05224025, 0.644695938, 2.01379585], 'Head': [1.11302054, 0.714147151, 1.950283], 'ShoulderLeft': [0.9411177, 0.5583541, 2.01074123], 'ElbowLeft': [0.845267236, 0.3344806, 2.087664], 'WristLeft': [0.8541132, 0.08834114, 2.15372], 'HandLeft': [0.863913357, 0.042255573, 2.19361567], 'ShoulderRight': [1.1506393, 0.538771033, 2.09961176], 'ElbowRight': [1.12631619, 0.7054765, 1.87316453], 'WristRight': [1.00866365, 0.8330607, 1.98362708], 'HipLeft': [0.9690952, 0.1741188, 2.24590039], 'KneeLeft': [0.959973454, -0.136556312, 2.39995646], 'AnkleLeft': [0.9318075, -0.473907948, 2.60744262], 'FootLeft': [0.9400009, -0.563795, 2.59715557], 'HipRight': [1.08479691, 0.1830077, 2.29284477], 'KneeRight': [1.15080035, -0.0402622968, 2.53317475], 'AnkleRight': [1.24857175, -0.419492126, 2.947101], 'FootRight': [1.30460906, -0.4572152, 2.92291164], 'SpineShoulder': [1.05199718, 0.58848244, 2.05117488], 'HandTipLeft': [0.872194052, -0.00293149473, 2.21924567], 'ThumbLeft': [0.8331155, 0.0315943025, 2.20185733], 'HandTipRight': [1.01786816, 0.841729462, 2.00141931]};0;0;0;0.475;Scratching;-112.980;-1.048;2.158;22.020;-1.151;2.100;-0.941;2.011;-1.052;2.051
26;AW_221120;2020-11-22 14:56:22.764348;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.123;2.247;1.552;14:56:22.7643483;{'SpineBase': [1.10748935, 0.217118189, 2.371797], 'SpineMid': [1.12283611, 0.450674683, 2.24718952], 'Neck': [1.132773, 0.6777029, 2.114863], 'Head': [1.18806922, 0.738356, 2.05864215], 'ShoulderLeft': [1.020039, 0.5932097, 2.11292028], 'ElbowLeft': [0.932728648, 0.389270872, 2.18235874], 'WristLeft': [0.94636184, 0.172322556, 2.22832227], 'HandLeft': [0.957300663, 0.108274452, 2.259695], 'ShoulderRight': [1.23200512, 0.563851058, 2.2019093], 'ElbowRight': [1.1671648, 0.720995843, 1.97585213], 'WristRight': [1.09754348, 0.872330666, 2.11837673], 'HipLeft': [1.03405416, 0.222670436, 2.31180763], 'KneeLeft': [1.0115335, -0.104496881, 2.43628073], 'AnkleLeft': [0.9452835, -0.456282318, 2.61141181], 'FootLeft': [0.9448994, -0.548138142, 2.5959444], 'HipRight': [1.15755761, 0.206679791, 2.383709], 'KneeRight': [1.23705268, -0.0163044054, 2.61931443], 'AnkleRight': [1.26217234, -0.301693827, 2.8908577], 'FootRight': [1.27441967, -0.366581142, 2.821059], 'SpineShoulder': [1.13122165, 0.6219551, 2.14934635], 'HandTipLeft': [0.9537201, 0.048396036, 2.29059649], 'ThumbLeft': [0.9260008, 0.1283877, 2.2551], 'HandTipRight': [1.10782743, 0.890933156, 2.13039064], 'ThumbRight': [1.09956443, 0.8900914, 2.114]};0;0;0;0.463;Scratching;-112.770;-1.123;2.247;22.230;-1.232;2.202;-1.020;2.113;-1.131;2.149
27;AW_221120;2020-11-22 14:56:22.987719;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.199;2.339;1.550;14:56:22.9877190;{'SpineBase': [1.1818248, 0.285822749, 2.461215], 'SpineMid': [1.19894564, 0.5159156, 2.33870745], 'Neck': [1.21134591, 0.740310252, 2.20914316], 'Head': [1.26840436, 0.7931175, 2.14561129], 'ShoulderLeft': [1.10253561, 0.652906, 2.205519], 'ElbowLeft': [1.02004206, 0.450195253, 2.28772569], 'WristLeft': [1.04137015, 0.2533747, 2.32678962], 'HandLeft': [1.05078185, 0.224333391, 2.35193634], 'ShoulderRight': [1.32733321, 0.643879831, 2.300549], 'ElbowRight': [1.26926124, 0.78602165, 2.06318283], 'HipLeft': [1.11076224, 0.290395021, 2.4062686], 'KneeLeft': [1.07439482, -0.03925237, 2.52542543], 'AnkleLeft': [1.00709069, -0.3955252, 2.69223666], 'FootLeft': [1.02359962, -0.4589064, 2.62298942], 'HipRight': [1.22986436, 0.276349, 2.467611], 'KneeRight': [1.28511059, 0.03825404, 2.69936562], 'AnkleRight': [1.27122319, -0.28548646, 2.92849374], 'FootRight': [1.2864002, -0.3501386, 2.859629], 'SpineShoulder': [1.20912349, 0.685145, 2.24288321], 'HandTipLeft': [1.05320847, 0.157445565, 2.36836672], 'ThumbLeft': [1.030647, 0.222245857, 2.355909]};0;0;0;0.456;Scratching;-112.920;-1.199;2.339;22.080;-1.327;2.301;-1.103;2.206;-1.209;2.243
28;AW_221120;2020-11-22 14:56:23.222091;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.235;2.380;1.552;14:56:23.2220915;{'SpineBase': [1.2143383, 0.316798925, 2.50154948], 'SpineMid': [1.2352072, 0.5476401, 2.38041639], 'Neck': [1.251166, 0.772541165, 2.25239825], 'Head': [1.2986455, 0.8311228, 2.1896472], 'ShoulderLeft': [1.13269341, 0.686760843, 2.25182128], 'ElbowLeft': [1.043935, 0.47947523, 2.334749], 'WristLeft': [1.05363, 0.2832302, 2.38019276], 'HandLeft': [1.06336308, 0.253627926, 2.40495014], 'ShoulderRight': [1.36428356, 0.679540932, 2.33436537], 'ElbowRight': [1.30435872, 0.797624052, 2.12838745], 'HandRight': [1.23966074, 0.850699067, 2.05691576], 'HipLeft': [1.14810145, 0.317032874, 2.45575953], 'KneeLeft': [1.15380287, 0.0127051035, 2.62122917], 'AnkleLeft': [1.12022817, -0.299340725, 2.863736], 'FootLeft': [1.12921846, -0.3885808, 2.864118], 'HipRight': [1.25679541, 0.31032297, 2.498181], 'KneeRight': [1.31858635, 0.06355869, 2.71784878], 'AnkleRight': [1.28392959, -0.274103433, 2.92538953], 'SpineShoulder': [1.24807155, 0.717251658, 2.28574324], 'HandTipLeft': [1.07904148, 0.190985262, 2.42362], 'ThumbLeft': [1.05380869, 0.244628727, 2.4165], 'HandTipRight': [1.186213, 0.8774667, 2.0336647], 'ThumbRight': [1.21038675, 0.8852311, 2.04575014]};0;0;0;0.456;Scratching;-109.620;-1.235;2.380;25.380;-1.364;2.334;-1.133;2.252;-1.248;2.286
29;AW_221120;2020-11-22 14:56:23.422286;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.235;2.396;1.552;14:56:23.4222869;{'SpineBase': [1.21486568, 0.3276226, 2.51714778], 'SpineMid': [1.23494875, 0.5584622, 2.396393], 'Neck': [1.2489717, 0.7846999, 2.27006769], 'Head': [1.29896915, 0.8431111, 2.20952153], 'ShoulderLeft': [1.13308167, 0.692989469, 2.26344252], 'ElbowLeft': [1.04988444, 0.481817, 2.34597445], 'WristLeft': [1.07205963, 0.241349235, 2.41220617], 'HandLeft': [1.08033347, 0.1907661, 2.45296359], 'ShoulderRight': [1.36233354, 0.689622939, 2.35031033], 'ElbowRight': [1.30315781, 0.8266874, 2.13372374], 'HipLeft': [1.14875937, 0.334012121, 2.47205043], 'KneeLeft': [1.141508, 0.0417081863, 2.65577841], 'AnkleLeft': [1.13211656, -0.422131717, 2.962971], 'FootLeft': [1.14935708, -0.4788182, 2.906022], 'HipRight': [1.25720847, 0.316518635, 2.51436734], 'KneeRight': [1.30738878, 0.0619805865, 2.732398], 'AnkleRight': [1.27552974, -0.282381773, 2.929544], 'FootRight': [1.289072, -0.34719342, 2.85989237], 'SpineShoulder': [1.24651945, 0.728926241, 2.30292559], 'HandTipLeft': [1.08247626, 0.157793149, 2.46340084], 'ThumbLeft': [1.04972839, 0.178107336, 2.45160317]};0;0;0;0.456;Scratching;-110.750;-1.235;2.396;24.250;-1.362;2.350;-1.133;2.263;-1.247;2.303
30;AW_221120;2020-11-22 14:56:23.652634;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.229;2.402;1.716;14:56:23.6526347;{'SpineBase': [1.21289337, 0.340546638, 2.52039957], 'SpineMid': [1.22928619, 0.568122566, 2.40204215], 'Neck': [1.24094164, 0.791650355, 2.27716136], 'Head': [1.29325414, 0.8514071, 2.21713638], 'ShoulderLeft': [1.1283021, 0.697321534, 2.26981139], 'ElbowLeft': [1.05043256, 0.4899148, 2.34888768], 'WristLeft': [1.086404, 0.237804472, 2.40680242], 'HandLeft': [1.10512722, 0.183221623, 2.4501214], 'ShoulderRight': [1.35749555, 0.748526, 2.366267], 'ElbowRight': [1.28827691, 0.861995161, 2.11676955], 'HipLeft': [1.14912391, 0.350984663, 2.466915], 'KneeLeft': [1.12893832, 0.0660129562, 2.66049051], 'AnkleLeft': [1.12628543, -0.418282926, 2.97103715], 'FootLeft': [1.14184666, -0.4749108, 2.91337252], 'HipRight': [1.25386178, 0.326071352, 2.52396917], 'KneeRight': [1.25596559, 0.0563796125, 2.73442221], 'AnkleRight': [1.25918484, -0.2185666, 2.839141], 'SpineShoulder': [1.23906338, 0.7365949, 2.30963469], 'HandTipLeft': [1.12208712, 0.131923482, 2.477178], 'ThumbLeft': [1.07095015, 0.179489747, 2.455154]};0;0;0;0.449;Scratching;-112.820;-1.229;2.402;22.180;-1.357;2.366;-1.128;2.270;-1.239;2.310
31;AW_221120;2020-11-22 14:56:23.853416;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.225;2.403;1.539;14:56:23.8534160;{'SpineBase': [1.21250856, 0.347775161, 2.52006721], 'SpineMid': [1.22520542, 0.5726614, 2.40326643], 'Neck': [1.23241806, 0.793346643, 2.280099], 'Head': [1.28582346, 0.8553719, 2.22136545], 'ShoulderLeft': [1.1203351, 0.6992148, 2.27075], 'ElbowLeft': [1.0482316, 0.486998379, 2.34970117], 'WristLeft': [1.07617378, 0.242036745, 2.3998518], 'HandLeft': [1.0935936, 0.180686235, 2.440187], 'ShoulderRight': [1.36038184, 0.7548545, 2.37828422], 'HipLeft': [1.14970767, 0.357543856, 2.463928], 'KneeLeft': [1.12903857, 0.07228134, 2.657261], 'AnkleLeft': [1.13277, -0.2724565, 2.854516], 'FootLeft': [1.15719914, -0.335286438, 2.78841472], 'HipRight': [1.25186241, 0.332268119, 2.52657676], 'KneeRight': [1.29806507, 0.065775916, 2.73329043], 'AnkleRight': [1.26869345, -0.2786892, 2.92970228], 'FootRight': [1.29235673, -0.3415571, 2.863915], 'SpineShoulder': [1.23173416, 0.7391249, 2.31212378], 'HandTipLeft': [1.106733, 0.12731865, 2.46419168], 'ThumbLeft': [1.0630784, 0.187281668, 2.44553924]};-30;-40;-25;0.444;Scratching;-114.130;-1.225;2.403;20.870;-1.360;2.378;-1.120;2.271;-1.232;2.312
32;AW_221120;2020-11-22 14:56:24.055254;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.219;2.405;1.543;14:56:24.0552545;{'SpineBase': [1.20664358, 0.3469492, 2.52094269], 'SpineMid': [1.21905947, 0.5728396, 2.40516973], 'Neck': [1.22605669, 0.793656766, 2.28252339], 'Head': [1.27796388, 0.8583098, 2.223185], 'ShoulderLeft': [1.11639893, 0.699188948, 2.2715137], 'ElbowLeft': [1.044636, 0.481839359, 2.34695649], 'WristLeft': [1.07061076, 0.240901217, 2.40149879], 'HandLeft': [1.08672225, 0.181836888, 2.44035316], 'ShoulderRight': [1.33240652, 0.7071292, 2.35605574], 'HipLeft': [1.14036119, 0.357467622, 2.4649632], 'KneeLeft': [1.12771893, 0.07289452, 2.65918255], 'AnkleLeft': [1.12541044, -0.4196407, 2.97212672], 'FootLeft': [1.15143311, -0.4811569, 2.905638], 'HipRight': [1.24840879, 0.330199748, 2.52765536], 'KneeRight': [1.29405141, 0.06272757, 2.73339438], 'AnkleRight': [1.26672363, -0.280721217, 2.93168354], 'FootRight': [1.28265727, -0.344901145, 2.86249065], 'SpineShoulder': [1.22525394, 0.7394045, 2.31451488], 'HandTipLeft': [1.098729, 0.12766017, 2.460756], 'ThumbLeft': [1.05731153, 0.171133623, 2.44220686]};0;0;0;0.444;Scratching;-111.370;-1.219;2.405;23.630;-1.332;2.356;-1.116;2.272;-1.225;2.315
33;AW_221120;2020-11-22 14:56:24.255667;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.213;2.405;1.723;14:56:24.2556677;{'SpineBase': [1.20150959, 0.3464523, 2.52028418], 'SpineMid': [1.21346378, 0.573055863, 2.40479517], 'Neck': [1.21991777, 0.793812156, 2.282236], 'Head': [1.270542, 0.8584243, 2.223666], 'ShoulderLeft': [1.1082201, 0.6979679, 2.271204], 'ElbowLeft': [1.04043937, 0.478385657, 2.34808254], 'WristLeft': [1.0676204, 0.238743186, 2.40241265], 'HandLeft': [1.08398843, 0.1778442, 2.43945122], 'ShoulderRight': [1.33265829, 0.703523457, 2.357809], 'ElbowRight': [1.274684, 0.821835756, 2.166568], 'HipLeft': [1.13564837, 0.356545329, 2.46547627], 'KneeLeft': [1.12503707, 0.07171545, 2.65931654], 'AnkleLeft': [1.11905074, -0.418274134, 2.96960521], 'FootLeft': [1.14727867, -0.4776392, 2.90837026], 'HipRight': [1.24287474, 0.33008185, 2.5252], 'AnkleRight': [1.2549957, -0.2920488, 2.91635752], 'FootRight': [1.27036166, -0.356151819, 2.84691668], 'SpineShoulder': [1.219242, 0.7395565, 2.31427169], 'HandTipLeft': [1.105897, 0.126632735, 2.47195315], 'ThumbLeft': [1.05488551, 0.1548877, 2.447436]};0;0;0;0.444;Scratching;-111.100;-1.213;2.405;23.900;-1.333;2.358;-1.108;2.271;-1.219;2.314
34;AW_221120;2020-11-22 14:56:24.486492;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.206;2.403;1.543;14:56:24.4864921;{'SpineBase': [1.19458616, 0.3452519, 2.51868629], 'SpineMid': [1.20554161, 0.572463334, 2.40258884], 'Neck': [1.21072459, 0.7932555, 2.279505], 'Head': [1.26005948, 0.8585712, 2.21879864], 'ShoulderLeft': [1.0986861, 0.6979997, 2.268424], 'ElbowLeft': [1.0290966, 0.469046265, 2.34393883], 'WristLeft': [1.05601192, 0.245273, 2.38988614], 'HandLeft': [1.07228553, 0.179623574, 2.42386937], 'ShoulderRight': [1.32694888, 0.7067504, 2.35828829], 'HipLeft': [1.12712371, 0.352300018, 2.46506763], 'KneeLeft': [1.11673486, 0.0708761662, 2.6629734], 'AnkleLeft': [1.1222173, -0.4234203, 2.9713428], 'FootLeft': [1.14427853, -0.4767026, 2.910695], 'HipRight': [1.23716414, 0.3318941, 2.52216983], 'KneeRight': [1.285089, 0.06710323, 2.730286], 'AnkleRight': [1.27127707, -0.274189383, 2.93252277], 'FootRight': [1.2873739, -0.33833915, 2.863377], 'SpineShoulder': [1.21035826, 0.7390405, 2.311657], 'HandTipLeft': [1.08247709, 0.1254909, 2.45471978], 'ThumbLeft': [1.04286742, 0.167392537, 2.42150021]};0;0;0;0.445;Scratching;-111.490;-1.206;2.403;23.510;-1.327;2.358;-1.099;2.268;-1.210;2.312
35;AW_221120;2020-11-22 14:56:24.720897;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.189;2.397;1.543;14:56:24.7208975;{'SpineBase': [1.177928, 0.3465742, 2.51515722], 'SpineMid': [1.18885207, 0.5709115, 2.39715171], 'Neck': [1.19447362, 0.788975954, 2.271987], 'Head': [1.24695575, 0.856577933, 2.21250081], 'ShoulderLeft': [1.08636892, 0.695904434, 2.2621634], 'ElbowLeft': [1.01764131, 0.474315137, 2.33862829], 'WristLeft': [1.04472268, 0.2390228, 2.391184], 'HandLeft': [1.05784178, 0.179771811, 2.42833543], 'ShoulderRight': [1.3099432, 0.696038246, 2.3551228], 'ElbowRight': [1.25849521, 0.820860565, 2.15392852], 'HipLeft': [1.11144507, 0.350893855, 2.46233249], 'KneeLeft': [1.09483075, 0.06982169, 2.66063166], 'AnkleLeft': [1.12233651, -0.273676157, 2.85659552], 'FootLeft': [1.13936079, -0.3378973, 2.78738737], 'HipRight': [1.2204206, 0.335537761, 2.5183208], 'KneeRight': [1.25546861, 0.0649791062, 2.723203], 'AnkleRight': [1.24824488, -0.2827762, 2.914484], 'FootRight': [1.26451838, -0.346996844, 2.845584], 'SpineShoulder': [1.19397163, 0.7354594, 2.304655], 'HandTipLeft': [1.07552791, 0.127020821, 2.45863152], 'ThumbLeft': [1.02625918, 0.165586621, 2.4365716]};0;0;0;0.442;Scratching;-112.580;-1.189;2.397;22.420;-1.310;2.355;-1.086;2.262;-1.194;2.305
36;AW_221120;2020-11-22 14:56:24.921655;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.179;2.397;1.559;14:56:24.9216558;{'SpineBase': [1.16432762, 0.33980754, 2.53013873], 'SpineMid': [1.17919779, 0.5645858, 2.3970437], 'Neck': [1.18593943, 0.780686557, 2.258942], 'Head': [1.23831511, 0.850100756, 2.196876], 'ShoulderLeft': [1.07833874, 0.6874851, 2.25092316], 'ElbowLeft': [1.00388956, 0.450694829, 2.336552], 'WristLeft': [1.02927256, 0.2234611, 2.406609], 'HandLeft': [1.04221213, 0.16527693, 2.4486115], 'ShoulderRight': [1.29237127, 0.638256967, 2.34688282], 'ElbowRight': [1.25410855, 0.809739053, 2.144229], 'HipLeft': [1.09647489, 0.3431599, 2.48062849], 'KneeLeft': [1.08273113, 0.0583942756, 2.6741426], 'AnkleLeft': [1.12736571, -0.289668679, 2.85871983], 'FootLeft': [1.13832951, -0.355439335, 2.78886342], 'HipRight': [1.20787907, 0.3306811, 2.53166962], 'KneeRight': [1.268185, 0.0585813634, 2.72778964], 'AnkleRight': [1.26534855, -0.2807153, 2.93288827], 'FootRight': [1.27552223, -0.346655458, 2.86334133], 'SpineShoulder': [1.185253, 0.7279181, 2.29527664], 'HandTipLeft': [1.05490732, 0.120222725, 2.48327518], 'ThumbLeft': [1.01223612, 0.15231, 2.44857621]};0;0;0;0.454;Scratching;-114.150;-1.179;2.397;20.850;-1.292;2.347;-1.078;2.251;-1.185;2.295
37;AW_221120;2020-11-22 14:56:25.154509;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037934527;-1.185;2.411;1.536;14:56:25.1545096;{'SpineBase': [1.18030119, 0.3567647, 2.54699731], 'SpineMid': [1.184521, 0.5740319, 2.41068983], 'Neck': [1.18468308, 0.7858922, 2.26890826], 'Head': [1.24048734, 0.8516594, 2.2062614], 'ShoulderLeft': [1.07856846, 0.6907663, 2.25668168], 'ElbowLeft': [1.0028851, 0.464525461, 2.341198], 'WristLeft': [1.03151166, 0.231817231, 2.40867519], 'HandLeft': [1.045638, 0.186466321, 2.445579], 'ShoulderRight': [1.30510318, 0.749819, 2.37607455], 'ElbowRight': [1.25703847, 0.8105388, 2.159924], 'HipLeft': [1.11918747, 0.349794835, 2.4983542], 'KneeLeft': [1.08815813, 0.0601018742, 2.68504262], 'AnkleLeft': [1.11827648, -0.417861223, 2.9588232], 'FootLeft': [1.13860023, -0.4768055, 2.913875], 'HipRight': [1.218434, 0.35687986, 2.546751], 'KneeRight': [1.28338158, 0.08877575, 2.74627352], 'AnkleRight': [1.29206622, -0.198816508, 3.016118], 'FootRight': [1.32334888, -0.272561431, 3.03598738], 'SpineShoulder': [1.18544912, 0.733807445, 2.305647], 'HandTipLeft': [1.05668557, 0.139441088, 2.4746933], 'ThumbLeft': [1.02017486, 0.19817543, 2.44030786]};0;0;0;0.448;Scratching;-117.790;-1.185;2.411;17.210;-1.305;2.376;-1.079;2.257;-1.185;2.306
